tx_date;sku;units_sold;stock;is_open;is_holiday;is_prom
20190110;14;32;;1;0;0
20190110;15;36;;1;0;1
20190110;16;4;;1;0;0
20190110;17;16;;1;0;1
20190110;18;16;;1;0;0
20190110;19;4;;1;0;1
20190110;20;20;;1;0;0
20190110;21;24;;1;0;0
20190110;22;20;;1;0;0
20190110;23;12;;1;0;0
20190110;24;12;;1;0;1
20190110;25;0;;1;0;0
20190110;26;32;;1;0;1
20190110;27;16;;1;0;0
20190110;28;36;;1;0;0
20190110;29;0;;1;0;1
20190110;30;20;;1;0;1
20190110;31;0;;1;0;1
20190110;32;24;;1;0;0
20190110;33;4;;1;0;1
20190110;34;12;;1;0;1
20190110;35;20;;1;0;0
20190110;36;12;;1;0;0
20190110;37;0;;1;0;1
20190110;38;0;;1;0;1
20190110;39;4;;1;0;0
20190110;40;0;;1;0;1
20190110;41;4;;1;0;0
20190110;42;0;;1;0;0
20190110;43;8;;1;0;0
20190110;44;0;;1;0;0
20190110;45;8;;1;0;1
20190110;46;4;;1;0;1
20190110;47;0;;1;0;1
20190110;48;8;;1;0;1
20190110;49;16;;1;0;1
20190110;50;4;;1;0;0
20190111;1;20;;1;0;0
20190111;2;4;;1;0;0
20190111;3;4;;1;0;0
20190111;4;20;;1;0;0
20190111;5;8;;1;0;0
20190111;6;12;;1;0;0
20190111;7;12;;1;0;0
20190111;8;16;;1;0;0
20190111;9;20;;1;0;1
20190111;10;16;;1;0;1
20190111;11;0;;1;0;0
20190111;12;20;;1;0;0
20190111;13;12;;1;0;0
20190111;14;28;;1;0;0
20190111;15;4;;1;0;0
20190111;16;28;;1;0;1
20190111;17;4;;1;0;0
20190111;18;36;;1;0;0
20190111;19;4;;1;0;1
20190111;20;16;;1;0;1
20190111;21;16;;1;0;1
20190111;22;52;;1;0;1
20190111;23;20;;1;0;1
20190111;24;0;;1;0;0
20190111;25;4;;1;0;0
20190111;26;0;;1;0;0
20190111;27;20;;1;0;0
20190111;28;4;;1;0;0
20190111;29;16;;1;0;1
20190111;30;4;;1;0;1
20190111;31;4;;1;0;1
20190111;32;4;;1;0;0
20190111;33;12;;1;0;1
20190111;34;4;;1;0;1
20190111;35;24;;1;0;1
20190111;36;16;;1;0;0
20190111;37;12;;1;0;1
20190111;38;4;;1;0;0
20190111;39;4;;1;0;0
20190111;40;8;;1;0;1
20190111;41;24;;1;0;1
20190111;42;16;;1;0;0
20190111;43;20;;1;0;1
20190111;44;4;;1;0;0
20190111;45;28;;1;0;1
20190111;46;4;;1;0;0
20190111;47;0;;1;0;0
20190111;48;0;;1;0;0
20190111;49;12;;1;0;0
20190111;50;12;;1;0;1
20190112;1;8;;1;0;0
20190112;2;12;;1;0;0
20190112;3;8;;1;0;0
20190112;4;16;;1;0;0
20190112;5;40;;1;0;0
20190112;6;12;;1;0;0
20190112;7;0;;1;0;0
20190112;8;24;;1;0;0
20190112;9;8;;1;0;1
20190112;10;8;;1;0;1
20190112;11;0;;1;0;0
20190112;12;8;;1;0;0
20190112;13;28;;1;0;0
20190112;14;28;;1;0;0
20190112;15;0;;1;0;0
20190112;16;16;;1;0;1
20190112;17;8;;1;0;0
20190112;18;24;;1;0;0
20190112;19;16;;1;0;1
20190112;20;0;;1;0;1
20190112;21;36;;1;0;1
20190112;22;44;;1;0;1
20190112;23;4;;1;0;1
20190112;24;4;;1;0;0
20190112;25;16;;1;0;0
20190112;26;0;;1;0;0
20190112;27;4;;1;0;0
20190112;28;8;;1;0;0
20190112;29;8;;1;0;1
20190112;30;32;;1;0;1
20190112;31;12;;1;0;1
20190112;32;0;;1;0;0
20190112;33;12;;1;0;1
20190112;34;4;;1;0;1
20190112;35;4;;1;0;1
20190112;36;16;;1;0;0
20190112;37;0;;1;0;1
20190112;38;8;;1;0;0
20190112;39;16;;1;0;0
20190112;40;8;;1;0;1
20190112;41;44;;1;0;1
20190112;42;4;;1;0;0
20190112;43;36;;1;0;1
20190112;44;4;;1;0;0
20190112;45;8;;1;0;1
20190112;46;12;;1;0;0
20190112;47;0;;1;0;0
20190112;48;12;;1;0;0
20190112;49;8;;1;0;0
20190112;50;36;;1;0;1
20190113;1;0;;1;1;0
20190113;2;0;;1;1;0
20190113;3;0;;0;1;0
20190113;4;0;;0;1;0
20190113;5;0;;1;1;0
20190113;6;0;;0;1;0
20190113;7;0;;1;1;0
20190113;8;0;;0;1;0
20190113;9;16;;1;1;1
20190113;10;4;;1;1;1
20190113;11;0;;1;1;0
20190113;12;16;;1;0;0
20190113;13;0;;0;1;0
20190113;14;0;;1;1;0
20190113;15;0;;0;1;0
20190113;16;0;;1;1;1
20190113;17;4;;1;1;0
20190113;18;4;;1;1;0
20190113;19;0;;1;1;1
20190113;20;0;;0;1;1
20190113;21;0;;0;1;1
20190113;22;4;;1;1;1
20190113;23;12;;1;1;1
20190113;24;0;;1;1;0
20190113;25;32;;1;0;0
20190113;26;0;;0;1;0
20190113;27;0;;0;1;0
20190113;28;0;;1;1;0
20190113;29;0;;1;1;1
20190113;30;4;;1;0;1
20190113;31;0;;0;1;1
20190113;32;0;;1;1;0
20190113;33;0;;0;1;1
20190113;34;4;;1;1;1
20190113;35;0;;1;1;1
20190113;36;0;;0;1;0
20190113;37;4;;1;1;1
20190113;38;0;;0;1;0
20190113;39;0;;1;1;0
20190113;40;0;;0;1;1
20190113;41;0;;0;1;1
20190113;42;0;;0;1;0
20190113;43;0;;1;1;1
20190113;44;0;;1;1;0
20190113;45;0;;0;1;1
20190113;46;0;;0;1;0
20190113;47;0;;0;1;0
20190113;48;0;;0;1;0
20190113;49;0;;0;1;0
20190113;50;0;;0;1;1
20190114;1;20;;1;0;0
20190114;2;8;;1;0;0
20190114;3;4;;1;0;0
20190114;4;20;;1;0;0
20190114;5;4;;1;0;0
20190114;6;0;;1;0;0
20190114;7;8;;1;0;0
20190114;8;8;;1;0;0
20190114;9;16;;1;0;1
20190114;10;16;;1;0;1
20190114;11;0;;1;0;0
20190114;12;28;;1;0;0
20190114;13;8;;1;0;0
20190114;14;20;;1;0;0
20190114;15;4;;1;0;0
20190114;16;4;;1;0;1
20190114;17;12;;1;0;0
20190114;18;12;;1;0;0
20190114;19;12;;1;0;1
20190114;20;32;;1;0;1
20190114;21;8;;1;0;1
20190114;22;16;;1;0;1
20190114;23;12;;1;0;1
20190114;24;12;;1;0;0
20190114;25;12;;1;0;0
20190114;26;4;;1;0;0
20190114;27;12;;1;0;0
20190114;28;0;;1;0;0
20190114;29;0;;1;0;1
20190114;30;20;;1;0;1
20190114;31;12;;1;0;1
20190114;32;4;;1;0;0
20190114;33;4;;1;0;1
20190114;34;16;;1;0;1
20190114;35;12;;1;0;1
20190114;36;12;;1;0;0
20190114;37;12;;1;0;1
20190114;38;24;;1;0;0
20190114;39;12;;1;0;0
20190114;40;0;;1;0;1
20190114;41;0;;1;0;1
20190114;42;20;;1;0;0
20190114;43;4;;1;0;1
20190114;44;4;;1;0;0
20190114;45;24;;1;0;1
20190114;46;0;;1;0;0
20190114;47;8;;1;0;0
20190114;48;20;;1;0;0
20190114;49;20;;1;0;0
20190114;50;4;;1;0;1
20190115;1;8;;1;0;0
20190115;2;0;;1;0;0
20190115;3;0;;1;0;0
20190115;4;16;;1;0;0
20190115;5;0;;1;0;0
20190115;6;4;;1;0;0
20190115;7;12;;1;0;0
20190115;8;24;;1;0;0
20190115;9;24;;1;0;1
20190115;10;20;;1;0;1
20190115;11;12;;1;0;0
20190115;12;16;;1;0;0
20190115;13;4;;1;0;0
20190115;14;24;;1;0;0
20190115;15;0;;1;0;0
20190115;16;16;;1;0;1
20190115;17;12;;1;0;0
20190115;18;16;;1;0;0
20190115;19;4;;1;0;1
20190115;20;0;;1;0;1
20190115;21;28;;1;0;1
20190115;22;20;;1;0;1
20190115;23;24;;1;0;1
20190115;24;0;;1;0;0
20190115;25;12;;1;0;0
20190115;26;4;;1;0;0
20190115;27;8;;1;0;0
20190115;28;0;;1;0;0
20190115;29;20;;1;0;1
20190115;30;12;;1;0;1
20190115;31;12;;1;0;1
20190115;32;0;;1;0;0
20190115;33;8;;1;0;1
20190115;34;4;;1;0;1
20190115;35;12;;1;0;1
20190115;36;8;;1;0;0
20190115;37;8;;1;0;1
20190115;38;4;;1;0;0
20190115;39;0;;1;0;0
20190115;40;8;;1;0;1
20190115;41;0;;1;0;1
20190115;42;8;;1;0;0
20190115;43;0;;1;0;1
20190115;44;8;;1;0;0
20190115;45;4;;1;0;1
20190115;46;0;;1;0;0
20190115;47;0;;1;0;0
20190115;48;4;;1;0;0
20190115;49;4;;1;0;0
20190115;50;4;;1;0;1
20190116;1;20;;1;0;0
20190116;2;4;;1;0;0
20190116;3;0;;1;0;0
20190116;4;0;;1;0;0
20190116;5;0;;1;0;0
20190116;6;0;;1;0;0
20190116;7;0;;1;0;0
20190116;8;28;;1;0;0
20190116;9;40;;1;0;1
20190116;10;4;;1;0;1
20190116;11;8;;1;0;0
20190116;12;8;;1;0;0
20190116;13;8;;1;0;0
20190116;14;16;;1;0;0
20190116;15;8;;1;0;0
20190116;16;24;;1;0;1
20190116;17;4;;1;0;0
20190116;18;16;;1;0;0
20190116;19;4;;1;0;1
20190116;20;12;;1;0;1
20190116;21;20;;1;0;1
20190116;22;16;;1;0;1
20190116;23;32;;1;0;1
20190116;24;0;;1;0;0
20190116;25;24;;1;0;0
20190116;26;4;;1;0;0
20190116;27;8;;1;0;0
20190116;28;0;;1;0;0
20190116;29;4;;1;0;1
20190116;30;4;;1;0;1
20190116;31;4;;1;0;1
20190116;32;4;;1;0;0
20190116;33;12;;1;0;1
20190116;34;4;;1;0;1
20190116;35;16;;1;0;1
20190116;36;4;;1;0;0
20190116;37;16;;1;0;1
20190116;38;4;;1;0;0
20190116;39;0;;1;0;0
20190116;40;0;;1;0;1
20190116;41;28;;1;0;1
20190116;42;0;;1;0;0
20190116;43;16;;1;0;1
20190116;44;20;;1;0;0
20190116;45;0;;1;0;1
20190116;46;4;;1;0;0
20190116;47;4;;1;0;0
20190116;48;4;;1;0;0
20190116;49;12;;1;0;0
20190116;50;20;;1;0;1
20190117;1;20;;1;0;0
20190117;2;8;;1;0;0
20190117;3;4;;1;0;0
20190117;4;12;;1;0;0
20190117;5;0;;1;0;0
20190117;6;8;;1;0;0
20190117;7;12;;1;0;0
20190117;8;16;;1;0;0
20190117;9;20;;1;0;1
20190117;10;0;;1;0;1
20190117;11;12;;1;0;0
20190117;12;16;;1;0;0
20190117;13;4;;1;0;0
20190117;14;28;;1;0;0
20190117;15;0;;1;0;0
20190117;16;4;;1;0;1
20190117;17;28;;1;0;0
20190117;18;20;;1;0;0
20190117;19;0;;1;0;1
20190117;20;16;;1;0;1
20190117;21;16;;1;0;1
20190117;22;12;;1;0;1
20190117;23;28;;1;0;1
20190117;24;8;;1;0;0
20190117;25;12;;1;0;0
20190117;26;0;;1;0;0
20190117;27;12;;1;0;0
20190117;28;0;;1;0;0
20190117;29;4;;1;0;1
20190117;30;12;;1;0;1
20190117;31;12;;1;0;1
20190117;32;4;;1;0;0
20190117;33;4;;1;0;1
20190117;34;8;;1;0;1
20190117;35;16;;1;0;1
20190117;36;12;;1;0;0
20190117;37;4;;1;0;1
20190117;38;8;;1;0;0
20190117;39;12;;1;0;0
20190117;40;0;;1;0;1
20190117;41;16;;1;0;1
20190117;42;8;;1;0;0
20190117;43;8;;1;0;1
20190117;44;0;;1;0;0
20190117;45;16;;1;0;1
20190117;46;8;;1;0;0
20190117;47;0;;1;0;0
20190117;48;0;;1;0;0
20190117;49;4;;1;0;0
20190117;50;16;;1;0;1
20190118;1;24;;1;0;0
20190118;2;8;;1;0;0
20190118;3;4;;1;0;0
20190118;4;4;;1;0;0
20190118;5;0;;1;0;0
20190118;6;8;;1;0;0
20190118;7;8;;1;0;0
20190118;8;20;;1;0;0
20190118;9;20;;1;0;1
20190118;10;16;;1;0;1
20190118;11;40;;1;0;0
20190118;12;12;;1;0;0
20190118;13;24;;1;0;0
20190118;14;4;;1;0;0
20190118;15;4;;1;0;0
20190118;16;16;;1;0;1
20190118;17;12;;1;0;0
20190118;18;12;;1;0;0
20190118;19;4;;1;0;1
20190118;20;12;;1;0;1
20190118;21;8;;1;0;1
20190118;22;28;;1;0;1
20190118;23;24;;1;0;1
20190118;24;8;;1;0;0
20190118;25;12;;1;0;0
20190118;26;4;;1;0;0
20190118;27;16;;1;0;0
20190118;28;0;;1;0;0
20190118;29;4;;1;0;1
20190118;30;4;;1;0;1
20190118;31;12;;1;0;1
20190118;32;16;;1;0;0
20190118;33;4;;1;0;1
20190118;34;4;;1;0;1
20190118;35;12;;1;0;1
20190118;36;16;;1;0;0
20190118;37;8;;1;0;1
20190118;38;12;;1;0;0
20190118;39;0;;1;0;0
20190118;40;8;;1;0;1
20190118;41;20;;1;0;1
20190118;42;16;;1;0;0
20190118;43;12;;1;0;1
20190118;44;8;;1;0;0
20190118;45;16;;1;0;1
20190118;46;4;;1;0;0
20190118;47;0;;1;0;0
20190118;48;16;;1;0;0
20190118;49;4;;1;0;0
20190118;50;12;;1;0;1
20190119;1;20;;1;0;0
20190119;2;20;;1;0;0
20190119;3;0;;1;0;0
20190119;4;12;;1;0;0
20190119;5;0;;1;0;0
20190119;6;20;;1;0;0
20190119;7;4;;1;0;0
20190119;8;12;;1;0;0
20190119;9;16;;1;0;1
20190119;10;4;;1;0;1
20190119;11;24;;1;0;0
20190119;12;44;;1;0;0
20190119;13;16;;1;0;0
20190119;14;32;;1;0;0
20190119;15;4;;1;0;0
20190119;16;24;;1;0;1
20190119;17;44;;1;0;0
20190119;18;0;;1;0;0
20190119;19;16;;1;0;1
20190119;20;16;;1;0;1
20190119;21;24;;1;0;1
20190119;22;20;;1;0;1
20190119;23;24;;1;0;1
20190119;24;4;;1;0;0
20190119;25;4;;1;0;0
20190119;26;0;;1;0;0
20190119;27;0;;1;0;0
20190119;28;4;;1;0;0
20190119;29;20;;1;0;1
20190119;30;4;;1;0;1
20190119;31;8;;1;0;1
20190119;32;8;;1;0;0
20190119;33;16;;1;0;1
20190119;34;12;;1;0;1
20190119;35;12;;1;0;1
20190119;36;8;;1;0;0
20190119;37;8;;1;0;1
20190119;38;4;;1;0;0
20190119;39;12;;1;0;0
20190119;40;20;;1;0;1
20190119;41;36;;1;0;1
20190119;42;8;;1;0;0
20190119;43;16;;1;0;1
20190119;44;32;;1;0;0
20190119;45;4;;1;0;1
20190119;46;4;;1;0;0
20190119;47;20;;1;0;0
20190119;48;12;;1;0;0
20190119;49;8;;1;0;0
20190119;50;20;;1;0;1
20190120;1;0;;0;1;0
20190120;2;0;;0;1;0
20190120;3;0;;0;1;0
20190120;4;0;;0;1;0
20190120;5;0;;0;1;0
20190120;6;0;;0;1;0
20190120;7;0;;0;1;0
20190120;8;0;;0;1;0
20190120;9;0;;1;1;1
20190120;10;12;;1;1;1
20190120;11;0;;1;1;0
20190120;12;12;;1;0;0
20190120;13;0;;0;1;0
20190120;14;0;;0;1;0
20190120;15;0;;0;1;0
20190120;16;0;;0;1;1
20190120;17;0;;0;1;0
20190120;18;0;;0;1;0
20190120;19;8;;1;1;1
20190120;20;0;;0;1;1
20190120;21;0;;0;1;1
20190120;22;4;;1;1;1
20190120;23;20;;1;1;1
20190120;24;0;;1;1;0
20190120;25;8;;1;0;0
20190120;26;0;;0;1;0
20190120;27;0;;0;1;0
20190120;28;0;;0;1;0
20190120;29;0;;0;1;1
20190120;30;0;;1;0;1
20190120;31;0;;0;1;1
20190120;32;0;;1;1;0
